# Pressure,Area,Total Capital Cost,Total Operating Cost,LCOW,SEC,Pressure,Recovery,Membrane Area,Membrane Permeability,LCOW Direct CAPEX Pump,LCOW Indirect CAPEX Pump,LCOW Direct CAPEX ERD,LCOW Indirect CAPEX ERD,LCOW Direct CAPEX RO,LCOW Indirect CAPEX RO,LCOW Fixed OPEX Pump,LCOW Fixed OPEX RO,LCOW Fixed OPEX ERD,LCOW Variable OPEX Electricity
9.833333e+06,4.500000e+01,5.001891e+04,6.559458e+03,6.589416e-01,3.946869e+00,9.833333e+06,6.177533e-01,4.500000e+01,4.200000e-12,1.307772e-01,1.307772e-01,4.158434e-03,4.158434e-03,7.606325e-03,7.606325e-03,7.846630e-02,1.977644e-02,2.495060e-03,2.731199e-01
9.833333e+06,4.750000e+01,5.010870e+04,6.650877e+03,6.484761e-01,3.910126e+00,9.833333e+06,6.331741e-01,4.750000e+01,4.200000e-12,1.275921e-01,1.275921e-01,3.894521e-03,3.894521e-03,7.833357e-03,7.833357e-03,7.655528e-02,2.036673e-02,2.336713e-03,2.705774e-01
9.833333e+06,5.000000e+01,5.020233e+04,6.737688e+03,6.392750e-01,3.877466e+00,9.833333e+06,6.475844e-01,5.000000e+01,4.200000e-12,1.247529e-01,1.247529e-01,3.659304e-03,3.659304e-03,8.062153e-03,8.062153e-03,7.485174e-02,2.096160e-02,2.195583e-03,2.683173e-01
9.833333e+06,5.250000e+01,5.029914e+04,6.821041e+03,6.310996e-01,3.848328e+00,9.833333e+06,6.611637e-01,5.250000e+01,4.200000e-12,1.221907e-01,1.221907e-01,3.447076e-03,3.447076e-03,8.291398e-03,8.291398e-03,7.331440e-02,2.155763e-02,2.068246e-03,2.663010e-01
9.833333e+06,5.500000e+01,5.039804e+04,6.903087e+03,6.237040e-01,3.822443e+00,9.833333e+06,6.741933e-01,5.500000e+01,4.200000e-12,1.198292e-01,1.198292e-01,3.251515e-03,3.251515e-03,8.518353e-03,8.518353e-03,7.189750e-02,2.214772e-02,1.950909e-03,2.645098e-01
9.833333e+06,5.750000e+01,5.049623e+04,6.990953e+03,6.167110e-01,3.800802e+00,9.833333e+06,6.874152e-01,5.750000e+01,4.200000e-12,1.175244e-01,1.175244e-01,3.060692e-03,3.060692e-03,8.734260e-03,8.734260e-03,7.051462e-02,2.270908e-02,1.836415e-03,2.630122e-01
9.833333e+06,6.000000e+01,5.051488e+04,7.368783e+03,6.059688e-01,3.875968e+00,9.833333e+06,7.216627e-01,6.000000e+01,4.200000e-12,1.119471e-01,1.119471e-01,2.599203e-03,2.599203e-03,8.681492e-03,8.681492e-03,6.716824e-02,2.257188e-02,1.559522e-03,2.682137e-01
9.833333e+06,6.250000e+01,5.059785e+04,7.363930e+03,5.919716e-01,3.770122e+00,9.833333e+06,7.389314e-01,6.250000e+01,4.200000e-12,1.093309e-01,1.093309e-01,2.382859e-03,2.382859e-03,8.831884e-03,8.831884e-03,6.559854e-02,2.296290e-02,1.429715e-03,2.608892e-01
9.833333e+06,6.500000e+01,5.070290e+04,7.364787e+03,5.834805e-01,3.701039e+00,9.833333e+06,7.503703e-01,6.500000e+01,4.200000e-12,1.076642e-01,1.076642e-01,2.245093e-03,2.245093e-03,9.045137e-03,9.045137e-03,6.459853e-02,2.351736e-02,1.347056e-03,2.561087e-01
9.833333e+06,6.750000e+01,5.082756e+04,7.373012e+03,5.796218e-01,3.663500e+00,9.833333e+06,7.566226e-01,6.750000e+01,4.200000e-12,1.067745e-01,1.067745e-01,2.171572e-03,2.171572e-03,9.315408e-03,9.315408e-03,6.406472e-02,2.422006e-02,1.302943e-03,2.535111e-01
9.833333e+06,7.000000e+01,5.096430e+04,7.386594e+03,5.785541e-01,3.645185e+00,9.833333e+06,7.596777e-01,7.000000e+01,4.200000e-12,1.063451e-01,1.063451e-01,2.136088e-03,2.136088e-03,9.621573e-03,9.621573e-03,6.380708e-02,2.501609e-02,1.281653e-03,2.522436e-01
9.833333e+06,7.250000e+01,5.110698e+04,7.403025e+03,5.788475e-01,3.636296e+00,9.833333e+06,7.611599e-01,7.250000e+01,4.200000e-12,1.061381e-01,1.061381e-01,2.118972e-03,2.118972e-03,9.945795e-03,9.945795e-03,6.368283e-02,2.585907e-02,1.271383e-03,2.516285e-01
9.833333e+06,7.500000e+01,5.125241e+04,7.420825e+03,5.797685e-01,3.631764e+00,9.833333e+06,7.619149e-01,7.500000e+01,4.200000e-12,1.060329e-01,1.060329e-01,2.110273e-03,2.110273e-03,1.027856e-02,1.027856e-02,6.361973e-02,2.672425e-02,1.266164e-03,2.513149e-01
9.833333e+06,7.750000e+01,5.139914e+04,7.439291e+03,5.809876e-01,3.629303e+00,9.833333e+06,7.623245e-01,7.750000e+01,4.200000e-12,1.059759e-01,1.059759e-01,2.105556e-03,2.105556e-03,1.061547e-02,1.061547e-02,6.358555e-02,2.760022e-02,1.263334e-03,2.511446e-01
9.833333e+06,8.000000e+01,5.154627e+04,7.458449e+03,5.823201e-01,3.627801e+00,9.833333e+06,7.626281e-01,8.000000e+01,4.200000e-12,1.059337e-01,1.059337e-01,2.102060e-03,2.102060e-03,1.095354e-02,1.095354e-02,6.356023e-02,2.847921e-02,1.261236e-03,2.510407e-01
9.833333e+06,8.250000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.833333e+06,8.500000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000e+07,2.500000e+01,5.026219e+04,5.696478e+03,8.422109e-01,4.585987e+00,1.000000e+07,4.482670e-01,2.500000e+01,4.200000e-12,1.833095e-01,1.833095e-01,8.258485e-03,8.258485e-03,5.823455e-03,5.823455e-03,1.099857e-01,1.514098e-02,4.955091e-03,3.173463e-01
1.000000e+07,2.750000e+01,5.029970e+04,5.857461e+03,8.029355e-01,4.460537e+00,1.000000e+07,4.774174e-01,2.750000e+01,4.200000e-12,1.721168e-01,1.721168e-01,7.345752e-03,7.345752e-03,6.014670e-03,6.014670e-03,1.032701e-01,1.563814e-02,4.407451e-03,3.086653e-01
1.000000e+07,3.000000e+01,5.034597e+04,6.006735e+03,7.709275e-01,4.357283e+00,1.000000e+07,5.042681e-01,3.000000e+01,4.200000e-12,1.629522e-01,1.629522e-01,6.598470e-03,6.598470e-03,6.212083e-03,6.212083e-03,9.777130e-02,1.615141e-02,3.959082e-03,3.015202e-01
1.000000e+07,3.250000e+01,5.040035e+04,6.145240e+03,7.444808e-01,4.271045e+00,1.000000e+07,5.289890e-01,3.250000e+01,4.200000e-12,1.553370e-01,1.553370e-01,5.977602e-03,5.977602e-03,6.415258e-03,6.415258e-03,9.320220e-02,1.667967e-02,3.586561e-03,2.955527e-01
1.000000e+07,3.500000e+01,5.046219e+04,6.273909e+03,7.223726e-01,4.198112e+00,1.000000e+07,5.517516e-01,3.500000e+01,4.200000e-12,1.489286e-01,1.489286e-01,5.455183e-03,5.455183e-03,6.623719e-03,6.623719e-03,8.935714e-02,1.722167e-02,3.273110e-03,2.905057e-01
1.000000e+07,3.750000e+01,5.053085e+04,6.393646e+03,7.037034e-01,4.135754e+00,1.000000e+07,5.727239e-01,3.750000e+01,4.200000e-12,1.434750e-01,1.434750e-01,5.010666e-03,5.010666e-03,6.836965e-03,6.836965e-03,8.608501e-02,1.777611e-02,3.006399e-03,2.861906e-01
1.000000e+07,4.000000e+01,5.060570e+04,6.505322e+03,6.877971e-01,4.081922e+00,1.000000e+07,5.920690e-01,4.000000e+01,4.200000e-12,1.387872e-01,1.387872e-01,4.628615e-03,4.628615e-03,7.054481e-03,7.054481e-03,8.327229e-02,1.834165e-02,2.777169e-03,2.824655e-01
1.000000e+07,4.250000e+01,5.068616e+04,6.609777e+03,6.741349e-01,4.035050e+00,1.000000e+07,6.099438e-01,4.250000e+01,4.200000e-12,1.347199e-01,1.347199e-01,4.297197e-03,4.297197e-03,7.275729e-03,7.275729e-03,8.083195e-02,1.891690e-02,2.578318e-03,2.792220e-01
1.000000e+07,4.500000e+01,5.077163e+04,6.707830e+03,6.623105e-01,3.993924e+00,1.000000e+07,6.265002e-01,4.500000e+01,4.200000e-12,1.311597e-01,1.311597e-01,4.007142e-03,4.007142e-03,7.500129e-03,7.500129e-03,7.869582e-02,1.950034e-02,2.404285e-03,2.763761e-01
1.000000e+07,4.750000e+01,5.086155e+04,6.800325e+03,6.519979e-01,3.957593e+00,1.000000e+07,6.418900e-01,4.750000e+01,4.200000e-12,1.280150e-01,1.280150e-01,3.750989e-03,3.750989e-03,7.726992e-03,7.726992e-03,7.680903e-02,2.009018e-02,2.250593e-03,2.738620e-01
1.000000e+07,5.000000e+01,5.095528e+04,6.888241e+03,6.429243e-01,3.925319e+00,1.000000e+07,6.562768e-01,5.000000e+01,4.200000e-12,1.252087e-01,1.252087e-01,3.522438e-03,3.522438e-03,7.955369e-03,7.955369e-03,7.512522e-02,2.068396e-02,2.113463e-03,2.716287e-01
1.000000e+07,5.250000e+01,5.105204e+04,6.973011e+03,6.348415e-01,3.896581e+00,1.000000e+07,6.698707e-01,5.250000e+01,4.200000e-12,1.226678e-01,1.226678e-01,3.315548e-03,3.315548e-03,8.183625e-03,8.183625e-03,7.360069e-02,2.127743e-02,1.989329e-03,2.696401e-01
1.000000e+07,5.500000e+01,5.115038e+04,7.057822e+03,6.274677e-01,3.871311e+00,1.000000e+07,6.830535e-01,5.500000e+01,4.200000e-12,1.203003e-01,1.203003e-01,3.122823e-03,3.122823e-03,8.407858e-03,8.407858e-03,7.218021e-02,2.186043e-02,1.873694e-03,2.678914e-01
1.000000e+07,5.750000e+01,5.124465e+04,7.159038e+03,6.202232e-01,3.853116e+00,1.000000e+07,6.973130e-01,5.750000e+01,4.200000e-12,1.178403e-01,1.178403e-01,2.922616e-03,2.922616e-03,8.610284e-03,8.610284e-03,7.070418e-02,2.238674e-02,1.753569e-03,2.666323e-01
1.000000e+07,6.000000e+01,5.125666e+04,7.490130e+03,6.057170e-01,3.883065e+00,1.000000e+07,7.333283e-01,6.000000e+01,4.200000e-12,1.120529e-01,1.120529e-01,2.451930e-03,2.451930e-03,8.543390e-03,8.543390e-03,6.723175e-02,2.221281e-02,1.471158e-03,2.687048e-01
1.000000e+07,6.250000e+01,5.134871e+04,7.486367e+03,5.939309e-01,3.791346e+00,1.000000e+07,7.482031e-01,6.250000e+01,4.200000e-12,1.098252e-01,1.098252e-01,2.270872e-03,2.270872e-03,8.722438e-03,8.722438e-03,6.589513e-02,2.267834e-02,1.362523e-03,2.623579e-01
1.000000e+07,6.500000e+01,5.146363e+04,7.490183e+03,5.877143e-01,3.737399e+00,1.000000e+07,7.570345e-01,6.500000e+01,4.200000e-12,1.085440e-01,1.085440e-01,2.166782e-03,2.166782e-03,8.965512e-03,8.965512e-03,6.512642e-02,2.331033e-02,1.300069e-03,2.586248e-01
1.000000e+07,6.750000e+01,5.159518e+04,7.501116e+03,5.854093e-01,3.710419e+00,1.000000e+07,7.614640e-01,6.750000e+01,4.200000e-12,1.079126e-01,1.079126e-01,2.115491e-03,2.115491e-03,9.256181e-03,9.256181e-03,6.474758e-02,2.406607e-02,1.269295e-03,2.567578e-01
1.000000e+07,7.000000e+01,5.173552e+04,7.516273e+03,5.851444e-01,3.697622e+00,1.000000e+07,7.635651e-01,7.000000e+01,4.200000e-12,1.076157e-01,1.076157e-01,2.091366e-03,2.091366e-03,9.572588e-03,9.572588e-03,6.456940e-02,2.488873e-02,1.254820e-03,2.558722e-01
1.000000e+07,7.250000e+01,5.187992e+04,7.533487e+03,5.858151e-01,3.691354e+00,1.000000e+07,7.645934e-01,7.250000e+01,4.200000e-12,1.074709e-01,1.074709e-01,2.079602e-03,2.079602e-03,9.901132e-03,9.901132e-03,6.448257e-02,2.574294e-02,1.247761e-03,2.554385e-01
1.000000e+07,7.500000e+01,5.202617e+04,7.551674e+03,5.869148e-01,3.688084e+00,1.000000e+07,7.651292e-01,7.500000e+01,4.200000e-12,1.073957e-01,1.073957e-01,2.073480e-03,2.073480e-03,1.023538e-02,1.023538e-02,6.443741e-02,2.661198e-02,1.244088e-03,2.552122e-01
1.000000e+07,7.750000e+01,5.217333e+04,7.570340e+03,5.882218e-01,3.686264e+00,1.000000e+07,7.654273e-01,7.750000e+01,4.200000e-12,1.073539e-01,1.073539e-01,2.070073e-03,2.070073e-03,1.057244e-02,1.057244e-02,6.441232e-02,2.748834e-02,1.242044e-03,2.550863e-01
1.000000e+07,8.000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000e+07,8.250000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.000000e+07,8.500000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
